timestamp,frame_number,speaker_id,confidence,distance,system_state,tracking_command,motor_command,servo_angle,servo_target,face_center_x,face_center_y,frame_width,mqtt_connected,details
2026-06-12T14:17:48.443+02:00,1,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,8,,,,640,True,visible_faces=0
2026-06-12T14:17:49.688+02:00,36,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,8,14,,,640,True,visible_faces=1
2026-06-12T14:17:49.691+02:00,37,loic,0.6956,0.3044,TRACKING,STOPPED,STOP,8,,95.5,236.5,640,True,visible_faces=1
2026-06-12T14:17:54.465+02:00,178,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,8,,,,640,True,visible_faces=1
2026-06-12T14:17:55.685+02:00,216,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,8,2,,,640,True,visible_faces=1
2026-06-12T14:17:55.748+02:00,217,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,8,,,,640,True,visible_faces=1
2026-06-12T14:17:55.764+02:00,218,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,8,,,,640,True,visible_faces=1
2026-06-12T14:17:55.786+02:00,219,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,8,,,,640,True,visible_faces=1
2026-06-12T14:17:55.853+02:00,220,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,8,,,,640,True,visible_faces=1
2026-06-12T14:17:55.857+02:00,221,loic,0.5200,0.4800,TRACKING,STOPPED,STOP,8,11,77.5,253.0,640,True,visible_faces=1
2026-06-12T14:17:55.988+02:00,224,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,8,,,,640,True,visible_faces=1
2026-06-12T14:17:56.197+02:00,231,loic,0.5278,0.4722,TRACKING,STOPPED,STOP,8,,78.5,252.5,640,True,visible_faces=1
2026-06-12T14:17:56.499+02:00,240,loic,0.5278,0.4722,TRACKING,MOVED_RIGHT,RIGHT,11,14,75.5,251.0,640,True,visible_faces=0
2026-06-12T14:17:56.523+02:00,241,loic,0.5278,0.4722,TRACKING,STOPPED,STOP,11,,75.5,251.0,640,True,visible_faces=0
2026-06-12T14:17:56.802+02:00,248,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,4,,,,640,True,visible_faces=1
2026-06-12T14:17:57.301+02:00,264,loic,0.5934,0.4066,TRACKING,STOPPED,STOP,13,16,80.5,252.0,640,True,visible_faces=1
2026-06-12T14:17:58.164+02:00,289,loic,0.5308,0.4692,TRACKING,MOVED_RIGHT,RIGHT,15,18,81.5,252.0,640,True,visible_faces=1
2026-06-12T14:17:58.182+02:00,290,loic,0.5308,0.4692,TRACKING,STOPPED,STOP,15,,81.0,251.0,640,True,visible_faces=1
2026-06-12T14:17:58.355+02:00,295,loic,0.5385,0.4615,TRACKING,MOVED_RIGHT,RIGHT,16,19,80.0,251.5,640,True,visible_faces=1
2026-06-12T14:17:58.373+02:00,296,loic,0.5385,0.4615,TRACKING,STOPPED,STOP,16,,80.0,251.0,640,True,visible_faces=1
2026-06-12T14:17:58.627+02:00,303,loic,0.5347,0.4653,TRACKING,MOVED_RIGHT,RIGHT,17,20,81.0,251.5,640,True,visible_faces=1
2026-06-12T14:17:58.651+02:00,304,loic,0.5347,0.4653,TRACKING,STOPPED,STOP,17,,83.5,252.5,640,True,visible_faces=1
2026-06-12T14:17:59.093+02:00,317,loic,0.6845,0.3155,TRACKING,MOVED_RIGHT,RIGHT,18,21,94.5,257.0,640,True,visible_faces=1
2026-06-12T14:17:59.109+02:00,318,loic,0.6845,0.3155,TRACKING,STOPPED,STOP,18,,94.5,257.0,640,True,visible_faces=1
2026-06-12T14:17:59.300+02:00,323,loic,0.6668,0.3332,TRACKING,MOVED_RIGHT,RIGHT,19,22,99.5,258.5,640,True,visible_faces=1
2026-06-12T14:17:59.319+02:00,324,loic,0.6668,0.3332,TRACKING,STOPPED,STOP,19,,99.0,258.5,640,True,visible_faces=1
2026-06-12T14:17:59.781+02:00,338,loic,0.6646,0.3354,TRACKING,MOVED_RIGHT,RIGHT,20,23,103.5,259.5,640,True,visible_faces=1
2026-06-12T14:17:59.828+02:00,339,loic,0.6657,0.3343,TRACKING,STOPPED,STOP,20,,103.5,259.5,640,True,visible_faces=1
2026-06-12T14:18:00.036+02:00,345,loic,0.6701,0.3299,TRACKING,MOVED_RIGHT,RIGHT,21,24,104.0,259.0,640,True,visible_faces=1
2026-06-12T14:18:00.055+02:00,346,loic,0.6701,0.3299,TRACKING,STOPPED,STOP,21,,104.0,259.0,640,True,visible_faces=1
2026-06-12T14:18:00.308+02:00,353,loic,0.6764,0.3236,TRACKING,MOVED_RIGHT,RIGHT,22,25,104.0,258.5,640,True,visible_faces=1
2026-06-12T14:18:00.326+02:00,354,loic,0.6764,0.3236,TRACKING,STOPPED,STOP,22,,104.5,259.0,640,True,visible_faces=1
2026-06-12T14:18:02.852+02:00,429,loic,0.6519,0.3481,TRACKING,MOVED_RIGHT,RIGHT,25,28,116.0,260.5,640,True,visible_faces=1
2026-06-12T14:18:02.870+02:00,430,loic,0.6519,0.3481,TRACKING,STOPPED,STOP,25,,116.0,260.5,640,True,visible_faces=1
2026-06-12T14:18:03.987+02:00,463,loic,0.6588,0.3412,TRACKING,MOVED_RIGHT,RIGHT,28,31,154.0,265.0,640,True,visible_faces=1
2026-06-12T14:18:04.006+02:00,464,loic,0.6588,0.3412,TRACKING,STOPPED,STOP,28,,154.0,265.0,640,True,visible_faces=1
2026-06-12T14:18:14.659+02:00,781,loic,0.6813,0.3187,TRACKING,MOVED_RIGHT,RIGHT,31,34,155.0,265.5,640,True,visible_faces=1
2026-06-12T14:18:14.677+02:00,782,loic,0.6813,0.3187,TRACKING,STOPPED,STOP,31,,155.5,265.0,640,True,visible_faces=1
2026-06-12T14:18:16.021+02:00,822,loic,0.6930,0.3070,TRACKING,MOVED_RIGHT,RIGHT,34,37,187.5,268.0,640,True,visible_faces=1
2026-06-12T14:18:16.068+02:00,823,loic,0.6930,0.3070,TRACKING,STOPPED,STOP,34,,187.5,268.0,640,True,visible_faces=1
2026-06-12T14:18:17.221+02:00,858,loic,0.6571,0.3429,TRACKING,MOVED_RIGHT,RIGHT,37,40,187.5,269.5,640,True,visible_faces=1
2026-06-12T14:18:17.268+02:00,859,loic,0.7063,0.2937,TRACKING,STOPPED,STOP,37,,187.5,269.5,640,True,visible_faces=1
2026-06-12T14:18:17.940+02:00,879,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,37,,,,640,True,visible_faces=1
2026-06-12T14:18:18.007+02:00,881,loic,0.6270,0.3730,TRACKING,STOPPED,STOP,37,,240.0,274.5,640,True,visible_faces=2
2026-06-12T14:18:18.126+02:00,884,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,37,,,,640,True,visible_faces=1
2026-06-12T14:18:18.331+02:00,891,loic,0.6521,0.3479,TRACKING,STOPPED,STOP,37,,252.5,273.0,640,True,visible_faces=1
2026-06-12T14:18:18.467+02:00,894,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,37,,,,640,True,visible_faces=1
2026-06-12T14:18:19.413+02:00,923,loic,0.5367,0.4633,TRACKING,STOPPED,STOP,40,43,252.0,277.0,640,True,visible_faces=1
2026-06-12T14:18:19.539+02:00,926,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,40,,,,640,True,visible_faces=1
2026-06-12T14:18:20.747+02:00,963,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,42,36,,,640,True,visible_faces=1
2026-06-12T14:18:20.789+02:00,964,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,42,,,,640,True,visible_faces=1
2026-06-12T14:18:20.836+02:00,965,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:20.857+02:00,966,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:20.874+02:00,967,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:20.946+02:00,968,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:20.949+02:00,969,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:20.980+02:00,970,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.028+02:00,971,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.044+02:00,972,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.066+02:00,973,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.123+02:00,974,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=0
2026-06-12T14:18:21.146+02:00,975,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=0
2026-06-12T14:18:21.213+02:00,976,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,37,,,640,True,visible_faces=1
2026-06-12T14:18:21.215+02:00,977,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.281+02:00,978,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.284+02:00,979,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.341+02:00,980,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.343+02:00,981,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.380+02:00,982,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.427+02:00,983,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.461+02:00,984,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.482+02:00,985,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.549+02:00,986,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.552+02:00,987,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.617+02:00,988,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.620+02:00,989,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.681+02:00,990,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,37,,,640,True,visible_faces=1
2026-06-12T14:18:21.684+02:00,991,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.745+02:00,992,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.748+02:00,993,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.797+02:00,994,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.844+02:00,995,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.885+02:00,996,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.887+02:00,997,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.924+02:00,998,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:21.971+02:00,999,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.018+02:00,1000,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.022+02:00,1001,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.081+02:00,1002,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.084+02:00,1003,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.146+02:00,1004,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,37,,,640,True,visible_faces=1
2026-06-12T14:18:22.154+02:00,1005,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.196+02:00,1006,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.243+02:00,1007,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.285+02:00,1008,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.288+02:00,1009,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.325+02:00,1010,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.371+02:00,1011,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.413+02:00,1012,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.416+02:00,1013,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.481+02:00,1014,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.490+02:00,1015,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
2026-06-12T14:18:22.562+02:00,1016,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,43,,,,640,True,visible_faces=1
