timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T17:28:18.475543,896,move_right,193.0,239.5,dx=37.5px
2026-06-12T17:28:20.622959,960,move_left,254.5,250.5,dx=-44.5px
2026-06-12T17:28:21.044211,972,move_left,204.0,248.5,dx=-24.5px
2026-06-12T17:28:22.369700,1012,move_left,167.5,247.0,dx=-22.0px
2026-06-12T17:28:22.643797,1020,move_left,127.0,242.5,dx=-21.5px
2026-06-12T17:28:23.191075,1036,move_right,161.0,243.5,dx=45.0px
2026-06-12T17:28:23.441924,1044,move_right,185.5,246.0,dx=26.5px
2026-06-12T17:28:23.859571,1056,move_left,143.5,242.5,dx=-38.5px
2026-06-12T17:28:24.532054,1076,move_left,110.0,241.0,dx=-28.0px
2026-06-12T17:28:32.307538,1308,move_left,141.0,240.5,dx=-27.0px
2026-06-12T17:28:32.834285,1324,move_left,79.0,225.0,dx=-27.5px
2026-06-12T17:28:41.428926,1580,move_up,102.5,187.5,dy=-27.5px
2026-06-12T17:28:41.967669,1596,smile,121.0,146.0,
2026-06-12T17:28:42.369428,1608,smile,149.0,147.0,
2026-06-12T17:28:42.493638,1612,move_right,200.5,147.0,dx=51.5px
2026-06-12T17:28:42.768046,1620,smile,174.0,126.5,
2026-06-12T17:28:42.894231,1624,move_right,197.5,135.0,dx=23.5px
2026-06-12T17:28:43.295518,1636,move_left,137.5,176.0,dx=-40.0px
2026-06-12T17:28:45.187818,1692,move_right,141.5,202.0,dx=36.0px
2026-06-12T17:28:46.260248,1720,move_left,133.5,200.5,dx=-43.5px
2026-06-12T17:28:46.547639,1728,move_right,161.0,202.0,dx=24.5px
2026-06-12T17:28:49.106420,1796,move_right,216.0,209.0,dx=21.5px
2026-06-12T17:28:49.869987,1816,move_left,224.5,208.0,dx=-34.5px
2026-06-12T17:28:50.291797,1828,move_left,166.0,205.5,dx=-39.0px
2026-06-12T17:28:50.592838,1836,move_left,146.5,204.0,dx=-20.5px
2026-06-12T17:28:50.757574,1840,move_right,189.5,207.5,dx=43.0px
