timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T17:33:03.529801,124,move_right,170.5,222.0,dx=84.5px
2026-06-12T17:33:04.845603,164,move_right,539.0,224.5,dx=369.0px
2026-06-12T17:33:24.606849,736,move_left,135.5,212.5,dx=-399.5px
2026-06-12T17:33:24.875463,744,move_right,192.5,196.5,dx=42.5px
2026-06-12T17:33:25.275811,756,move_left,165.5,195.0,dx=-33.0px
2026-06-12T17:33:25.546143,764,move_left,139.5,204.0,dx=-20.5px
2026-06-12T17:33:25.803890,772,move_left,99.5,212.5,dx=-38.0px
2026-06-12T17:33:29.434585,880,move_right,105.5,209.0,dx=21.5px
2026-06-12T17:33:38.427455,1148,smile,72.0,199.0,
2026-06-12T17:33:49.083520,1464,move_left,116.0,210.5,dx=-43.0px
2026-06-12T17:33:49.628184,1480,move_right,149.0,217.0,dx=37.5px
2026-06-12T17:33:53.546257,1524,move_left,160.5,215.0,dx=-37.5px
2026-06-12T17:33:54.859110,1564,move_left,94.5,212.0,dx=-24.0px
2026-06-12T17:33:56.494984,1568,move_right,204.0,221.0,dx=109.5px
2026-06-12T17:33:57.403566,1596,move_left,213.5,222.0,dx=-25.0px
2026-06-12T17:33:57.677092,1604,move_left,179.0,223.5,dx=-21.5px
2026-06-12T17:33:59.019428,1616,move_right,205.5,223.5,dx=25.0px
2026-06-12T17:33:59.421204,1628,move_left,158.0,219.0,dx=-45.5px
2026-06-12T17:33:59.692701,1636,move_left,128.5,220.0,dx=-36.0px
2026-06-12T17:34:01.564198,1692,move_right,147.5,217.5,dx=24.0px
2026-06-12T17:34:02.378708,1716,move_left,148.5,220.0,dx=-35.5px
2026-06-12T17:34:03.051514,1736,move_right,136.5,214.0,dx=29.5px
2026-06-12T17:34:03.452698,1748,move_left,125.0,216.0,dx=-27.5px
2026-06-12T17:34:04.799824,1788,smile,77.0,198.0,
2026-06-12T17:34:07.376298,1864,move_right,85.0,206.0,dx=24.5px
2026-06-12T17:34:12.324990,2004,move_right,122.5,213.5,dx=24.0px
2026-06-12T17:34:12.862272,2012,move_right,183.0,222.5,dx=29.0px
2026-06-12T17:34:13.263061,2016,move_left,117.0,214.5,dx=-66.0px
