timestamp,frame_number,speaker_id,confidence,distance,system_state,tracking_command,motor_command,servo_angle,servo_target,face_center_x,face_center_y,frame_width,mqtt_connected,details
2026-06-12T16:27:57.049+02:00,1,loic,0.0000,1.0000,TRACKING,OUT_OF_FRAME,STOP,0,,,,640,True,visible_faces=0
2026-06-12T16:27:57.224+02:00,2,loic,0.5598,0.4402,TRACKING,STOPPED,STOP,0,8,260.5,232.0,640,True,visible_faces=1
2026-06-12T16:27:57.842+02:00,20,loic,0.5700,0.4300,TRACKING,MOVED_RIGHT,RIGHT,90,98,260.0,231.5,640,True,visible_faces=1
2026-06-12T16:27:57.845+02:00,21,loic,0.5700,0.4300,TRACKING,STOPPED,STOP,90,,260.0,231.5,640,True,visible_faces=1
2026-06-12T16:27:58.238+02:00,33,loic,0.5673,0.4327,TRACKING,MOVED_LEFT,LEFT,0,8,256.5,232.5,640,True,visible_faces=1
2026-06-12T16:27:58.301+02:00,34,loic,0.5548,0.4452,TRACKING,STOPPED,STOP,0,,259.5,232.5,640,True,visible_faces=1
2026-06-12T16:27:58.769+02:00,48,loic,0.5539,0.4461,TRACKING,MOVED_RIGHT,RIGHT,8,26,206.5,225.0,640,True,visible_faces=1
2026-06-12T16:27:58.772+02:00,49,loic,0.5539,0.4461,TRACKING,STOPPED,STOP,8,,206.5,225.0,640,True,visible_faces=1
2026-06-12T16:27:59.217+02:00,62,loic,0.5159,0.4841,TRACKING,OUT_OF_FRAME,STOP,8,,76.5,219.5,640,True,visible_faces=0
2026-06-12T16:28:01.260+02:00,123,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,42,,,,640,True,visible_faces=0
2026-06-12T16:28:01.292+02:00,124,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,42,,,,640,True,visible_faces=0
2026-06-12T16:28:01.321+02:00,125,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,42,,,,640,True,visible_faces=0
2026-06-12T16:28:01.361+02:00,126,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,42,,,,640,True,visible_faces=0
2026-06-12T16:28:01.384+02:00,127,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,42,,,,640,True,visible_faces=0
2026-06-12T16:28:01.424+02:00,128,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,36,,,,640,True,visible_faces=0
2026-06-12T16:28:01.449+02:00,129,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,36,,,,640,True,visible_faces=0
2026-06-12T16:28:01.483+02:00,130,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,36,,,,640,True,visible_faces=0
2026-06-12T16:28:01.515+02:00,131,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,36,,,,640,True,visible_faces=0
2026-06-12T16:28:01.548+02:00,132,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,36,,,,640,True,visible_faces=0
2026-06-12T16:28:01.578+02:00,133,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,36,,,,640,True,visible_faces=0
2026-06-12T16:28:01.632+02:00,134,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,36,,,,640,True,visible_faces=0
2026-06-12T16:28:01.655+02:00,135,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.698+02:00,136,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.720+02:00,137,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,32,,,640,True,visible_faces=0
2026-06-12T16:28:01.760+02:00,138,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.783+02:00,139,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.819+02:00,140,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.847+02:00,141,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.885+02:00,142,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.914+02:00,143,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.968+02:00,144,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:01.995+02:00,145,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.028+02:00,146,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.055+02:00,147,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.091+02:00,148,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.119+02:00,149,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.159+02:00,150,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.186+02:00,151,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,32,,,640,True,visible_faces=0
2026-06-12T16:28:02.219+02:00,152,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.248+02:00,153,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.304+02:00,154,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.328+02:00,155,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.366+02:00,156,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.391+02:00,157,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.430+02:00,158,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.456+02:00,159,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.495+02:00,160,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.520+02:00,161,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.556+02:00,162,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.584+02:00,163,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.622+02:00,164,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,,,,640,True,visible_faces=0
2026-06-12T16:28:02.664+02:00,165,loic,0.0000,1.0000,SEARCHING,SCAN,SCAN,26,32,,,640,True,visible_faces=0
