timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-11T19:50:54.116587,136,move_up,202.0,293.0,dy=-26.0px
2026-06-11T19:51:14.387588,472,move_right,321.0,197.0,dx=145.0px
2026-06-11T19:51:14.387756,472,move_up,321.0,197.0,dy=-94.0px
2026-06-11T19:51:19.542437,544,move_left,287.5,233.0,dx=-33.5px
2026-06-11T19:51:19.542634,544,move_down,287.5,233.0,dy=36.0px
2026-06-11T19:51:20.383710,548,move_right,314.0,209.5,dx=26.5px
2026-06-11T19:51:20.383990,548,move_up,314.0,209.5,dy=-23.5px
2026-06-11T19:51:21.691440,556,move_right,339.5,295.5,dx=33.5px
2026-06-11T19:51:21.691721,556,move_down,339.5,295.5,dy=96.5px
2026-06-11T19:51:24.219489,568,move_left,314.0,257.0,dx=-61.5px
2026-06-11T19:51:26.737433,580,move_right,332.5,254.0,dx=24.5px
2026-06-11T19:51:28.422071,588,move_left,304.0,259.0,dx=-22.0px
2026-06-11T19:51:36.053094,632,move_up,229.0,244.0,dy=-28.5px
2026-06-11T19:51:39.407933,648,smile,237.5,255.0,
2026-06-11T19:51:39.858125,652,blink,331.5,275.0,
2026-06-11T19:51:39.858347,652,move_right,331.5,275.0,dx=94.0px
2026-06-11T19:51:40.038800,664,blink,331.5,275.0,
2026-06-11T19:51:59.353892,968,move_left,227.0,239.5,dx=-104.5px
2026-06-11T19:51:59.354219,968,move_up,227.0,239.5,dy=-35.5px
2026-06-11T19:52:00.191143,972,move_down,202.5,271.5,dy=32.0px
2026-06-11T19:52:01.031445,976,smile,192.5,284.0,
2026-06-11T19:52:03.541822,988,smile,182.5,274.5,
2026-06-11T19:52:05.694319,1000,smile,177.0,271.0,
2026-06-11T19:52:08.221553,1012,smile,179.0,269.0,
2026-06-11T19:52:10.784594,1024,smile,176.0,256.0,
2026-06-11T19:52:13.317459,1036,smile,177.0,251.5,
2026-06-11T19:52:13.478039,1048,smile,177.0,251.5,
