timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-11T17:05:24.838506,30,blink,273.0,233.5,
2026-06-11T17:05:25.367420,36,move_down,261.5,266.0,dy=25.0px
2026-06-11T17:05:25.702416,40,move_up,248.5,208.0,dy=-58.0px
2026-06-11T17:05:26.251906,48,move_right,291.0,195.5,dx=25.5px
2026-06-11T17:05:28.407695,86,move_left,252.0,169.0,dx=-111.0px
2026-06-11T17:05:29.083155,96,move_up,266.0,130.5,dy=-38.5px
2026-06-11T17:05:29.750806,106,move_right,361.5,151.0,dx=95.5px
2026-06-11T17:05:29.750990,106,move_down,361.5,151.0,dy=20.5px
2026-06-11T17:05:30.261153,114,move_left,302.0,238.0,dx=-59.5px
2026-06-11T17:05:30.261328,114,move_down,302.0,238.0,dy=87.0px
2026-06-11T17:05:31.102681,124,move_left,215.5,315.5,dx=-48.5px
2026-06-11T17:05:31.444342,128,move_up,234.0,285.5,dy=-30.0px
2026-06-11T17:05:38.628973,208,move_left,219.5,288.5,dx=-23.0px
2026-06-11T17:05:55.754477,494,smile,260.0,287.0,
2026-06-11T17:05:55.754664,494,move_right,260.0,287.0,dx=40.5px
2026-06-11T17:05:56.817712,504,smile,281.5,281.0,
2026-06-11T17:05:57.903633,514,smile,280.5,261.0,
2026-06-11T17:05:58.848195,524,smile,283.5,251.0,
2026-06-11T17:05:59.912300,538,smile,288.5,236.0,
