timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T08:06:17.867503,8,move_right,282.5,174.0,dx=85.0px
2026-06-12T08:06:17.868413,8,move_up,282.5,174.0,dy=-23.0px
2026-06-12T08:06:18.391464,16,move_left,246.0,160.5,dx=-31.5px
2026-06-12T08:06:18.815259,24,move_down,244.5,201.5,dy=35.5px
2026-06-12T08:06:21.199553,72,move_left,272.5,179.0,dx=-22.0px
2026-06-12T08:06:21.839796,88,move_left,246.0,163.5,dx=-20.5px
2026-06-12T08:06:23.167968,120,move_left,205.0,191.5,dx=-30.0px
2026-06-12T08:06:23.168716,120,move_down,205.0,191.5,dy=25.0px
2026-06-12T08:06:27.887353,260,move_down,247.0,219.0,dy=22.0px
2026-06-12T08:06:28.704271,284,move_up,223.5,134.0,dy=-27.0px
2026-06-12T08:06:31.919880,380,blink,216.0,151.5,
2026-06-12T08:06:32.319715,392,blink,218.0,156.0,
2026-06-12T08:06:32.734504,404,blink,219.0,155.0,
2026-06-12T08:06:33.135965,416,blink,223.5,161.0,
2026-06-12T08:06:34.215936,448,blink,228.0,166.0,
2026-06-12T08:06:34.607149,460,blink,227.0,170.5,
2026-06-12T08:06:35.407443,484,move_up,231.0,127.5,dy=-26.5px
2026-06-12T08:06:37.695870,552,move_left,165.0,183.0,dx=-22.0px
2026-06-12T08:06:38.768341,584,move_right,239.5,171.5,dx=24.0px
2026-06-12T08:06:46.831686,824,blink,245.0,205.5,
2026-06-12T08:06:47.232490,836,blink,245.0,202.5,
2026-06-12T08:06:48.303198,868,blink,243.5,202.5,
2026-06-12T08:06:48.848485,884,blink,239.5,203.5,
2026-06-12T08:06:49.375626,900,move_left,209.5,173.0,dx=-28.0px
2026-06-12T08:06:52.862975,1004,move_right,265.0,157.0,dx=30.5px
2026-06-12T08:06:53.135356,1012,smile,402.5,143.0,
2026-06-12T08:06:53.135748,1012,move_right,402.5,143.0,dx=137.5px
