timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-11T19:12:26.397388,568,move_left,221.0,282.5,dx=-103.0px
2026-06-11T19:12:49.676011,830,move_right,374.0,239.5,dx=155.0px
2026-06-11T19:12:49.676246,830,move_up,374.0,239.5,dy=-67.5px
2026-06-11T19:12:57.270349,882,move_left,297.5,259.5,dx=-24.5px
2026-06-11T19:12:58.174531,888,move_right,349.0,239.5,dx=43.5px
2026-06-11T19:12:58.174788,888,move_up,349.0,239.5,dy=-20.5px
2026-06-11T19:12:59.068167,894,move_down,438.5,253.0,dy=20.5px
2026-06-11T19:13:00.283524,902,move_left,429.0,248.5,dx=-28.0px
2026-06-11T19:13:01.493813,910,move_right,409.5,239.5,dx=27.5px
2026-06-11T19:13:03.940963,928,move_up,450.5,227.0,dy=-20.5px
2026-06-11T19:13:14.600054,1120,move_left,262.5,307.0,dx=-152.0px
2026-06-11T19:13:14.600434,1120,move_down,262.5,307.0,dy=78.0px
2026-06-11T19:13:16.914041,1138,move_right,283.5,292.5,dx=21.0px
2026-06-11T19:13:19.373552,1154,smile,290.5,263.5,
2026-06-11T19:13:21.174909,1166,smile,355.5,255.0,
2026-06-11T19:13:23.034843,1178,move_right,432.0,295.0,dx=39.0px
2026-06-11T19:13:28.982351,1300,move_up,447.5,241.0,dy=-54.0px
2026-06-11T19:13:31.218479,1338,move_down,451.5,293.0,dy=53.5px
2026-06-11T19:13:32.233821,1350,move_left,366.0,256.0,dx=-85.5px
2026-06-11T19:13:32.234170,1350,move_up,366.0,256.0,dy=-37.0px
2026-06-11T19:13:38.476401,1394,blink,321.0,244.0,
2026-06-11T19:13:45.410431,1440,smile,227.0,265.5,
2026-06-11T19:13:45.410754,1440,move_left,227.0,265.5,dx=-54.5px
