timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-11T19:18:46.284740,196,blink,460.0,242.5,
2026-06-11T19:18:46.285016,196,move_right,460.0,242.5,dx=204.0px
2026-06-11T19:18:46.285109,196,move_up,460.0,242.5,dy=-32.0px
2026-06-11T19:18:49.041481,226,move_left,437.5,325.0,dx=-22.5px
2026-06-11T19:18:49.041733,226,move_down,437.5,325.0,dy=82.5px
2026-06-11T19:18:51.239765,234,smile,455.0,318.0,
2026-06-11T19:18:54.381074,246,move_up,465.5,274.5,dy=-36.5px
2026-06-11T19:19:28.499569,778,smile,267.5,303.0,
2026-06-11T19:19:28.501414,778,move_left,267.5,303.0,dx=-198.0px
2026-06-11T19:19:28.501866,778,move_down,267.5,303.0,dy=28.5px
2026-06-11T19:19:29.711587,794,smile,264.0,287.5,
2026-06-11T19:19:29.711839,794,move_up,264.0,287.5,dy=-21.5px
2026-06-11T19:19:31.495437,808,smile,266.0,286.5,
2026-06-11T19:19:33.242783,830,smile,261.0,276.5,
2026-06-11T19:19:35.507632,844,smile,392.5,263.0,
2026-06-11T19:19:35.507841,844,move_right,392.5,263.0,dx=134.5px
2026-06-11T19:19:36.666569,850,move_down,403.0,291.5,dy=28.5px
2026-06-11T19:19:39.385857,898,move_left,266.5,246.5,dx=-136.5px
2026-06-11T19:19:39.386121,898,move_up,266.5,246.5,dy=-45.0px
2026-06-11T19:19:40.374106,912,move_right,298.5,259.0,dx=32.0px
2026-06-11T19:19:41.312368,918,move_left,250.0,239.5,dx=-49.0px
2026-06-11T19:19:50.224066,954,move_left,287.5,239.5,dx=-23.5px
